Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38556671142578,35.250692053827606,26.767990316905017,28.9087865499696,855215656
2007-10-08,30.727657318115234,33.480108243365926,30.534502024586843,33.480108243365926,126671715
2007-10-09,32.82017135620117,33.109902182328575,29.085850801739035,30.74375909726689,116725709
2007-10-10,33.12600326538086,33.80204486122549,32.83627240041195,33.67327388987095,67931378
2007-10-11,36.828125,38.630900838195814,32.83626702237896,38.630900838195814,106320954
2007-10-12,36.58668518066406,37.95486273117044,35.73358711068223,36.05551124021314,99410791
2007-10-15,37.06957244873047,37.56855748378243,36.74764830987459,37.34320884003308,41814972
2007-10-16,40.852176666259766,41.49602924077963,36.86031864903732,37.117856185745175,138614496
2007-10-17,44.039222717285156,45.06937708844786,34.156150155262715,36.699351536675216,204876259
2007-10-18,42.49398422241211,48.111560759072674,40.67511417510673,44.74745261959122,146617799
2007-10-19,42.3491325378418,44.071427583227674,40.24052677272194,41.52822335000101,110266491
2007-10-22,41.785762786865234,43.08955374685492,40.401486429232264,41.4960319475759,72253405
2007-10-23,44.763572692871094,45.16597795482985,42.815928605164785,42.815928605164785,74594921
2007-10-24,44.071441650390625,46.19614255435946,43.57245644759851,45.71325181737027,63055170
2007-10-25,43.97483825683594,45.00499704352196,38.840147513357465,42.57446765712592,34522489
2007-10-26,45.29475402832031,46.01908361599113,43.540265058300115,44.74748103775147,62370025
2007-10-29,46.21221160888672,47.32285139712434,45.809806521318684,46.035155116906644,43657697
2007-10-30,47.24238586425781,48.51398373793991,45.45570407000989,46.83998064479333,79921711
2007-10-31,48.224246978759766,49.28659924856109,47.32286114351216,47.48382321169034,44655368
2007-11-01,47.145790100097656,49.785569196531746,46.759483839451555,49.415357392688755,50632492
2007-11-02,47.9989013671875,48.28863660130121,45.0693906681138,45.43960694139779,32001693
2007-11-05,48.98076248168945,50.05920905563524,47.67696729836697,47.96670247224413,38833135
2007-11-06,49.6246223449707,52.76338295905699,48.94858072404617,49.833872179301274,81880281
2007-11-07,48.90028762817383,51.25033203328233,47.80574645821063,50.54210156630636,33593141
2007-11-08,48.06328582763672,49.36708122458195,47.00093790394117,47.644786188938625,27990521
2007-11-12,49.22222137451172,50.09141844285019,45.34303222596566,46.614634535872625,35153735
2007-11-13,50.3972282409668,51.41128826324232,48.46568367801341,50.05920968899994,43830531
2007-11-14,49.73727798461914,51.99074629658337,49.4797361291415,51.28251165198775,36738579
2007-11-15,50.574302673339844,51.45959416874133,49.62462459535869,50.670878180833185,29242252
2007-11-16,50.220176696777344,51.36300559619937,49.640710650825355,50.34894547375265,18895294
2007-11-19,52.039058685302734,53.922316111549094,50.976710581459336,51.3630169981404,40716718
2007-11-20,51.23424530029297,53.278464709683135,50.606491404856826,51.829805904562306,26342171
2007-11-21,47.24238586425781,51.84589982838099,46.09955242115305,51.54007448141363,26814499
2007-11-22,45.616668701171875,48.64275961336655,43.636835784295464,46.743403378493966,34096185
2007-11-23,48.642757415771484,48.93248830357522,45.906397528094054,48.610564124598596,27664090
2007-11-26,49.02904510498047,50.44551007878759,48.64273885741914,50.44551007878759,20159123
2007-11-27,47.82184600830078,49.86606532697377,47.322865299675314,49.86606532697377,20573198
2007-11-28,47.11361312866211,49.09345031950269,46.79168895016785,48.86810164800627,16435311
2007-11-29,45.84201431274414,48.546176483920384,45.246453721345695,48.28863889290399,25530967
2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
2007-12-03,48.28862380981445,48.88418421518791,47.82183215972791,48.19204396856828,16851227
2007-12-04,47.66087341308594,49.01295635284191,47.30675603682842,48.61055123581632,14008727
2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
2007-12-06,48.642757415771484,51.39520739947117,48.01500352021662,50.63868470560087,24104710
2007-12-07,48.4334831237793,49.64069829437952,47.564290820771724,48.94856246984359,11742386
2007-12-10,48.481788635253906,49.077344791066345,47.85403482633609,48.90028826361544,8330010
2007-12-11,48.25645446777344,49.19003386468862,48.0150112944483,48.9163973949781,11685950
2007-12-12,48.224246978759766,48.65884543611596,47.32286114351216,47.64478527986853,16342131
2007-12-13,47.419429779052734,48.93247474762881,47.24237327621666,48.288626568043234,14620172
2007-12-14,46.952640533447266,47.69306859813399,46.71119745360107,47.25847018113583,10991851
2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
2007-12-18,43.92656707763672,45.39132042469129,42.558389242950625,43.62073734450929,21607783
2007-12-19,43.121761322021484,45.72934847246003,42.75154932878603,45.34303764781105,19526912
2007-12-20,42.68714904785156,44.039232134188076,42.49399369746414,43.68511471954037,17105204
2007-12-24,43.990943908691406,44.68307990419135,42.97687942180443,43.33099683259231,16711519
2007-12-26,45.326927185058594,45.87419993242705,44.232386056697,44.232386056697,20930094
2007-12-27,45.64884948730469,46.904352624787386,45.26253881436765,46.2605044141424,44565277
2007-12-28,46.00296401977539,46.19611934424949,45.06938067921305,45.55226680721087,18354518
2007-12-31,46.340980529785156,46.61461686358745,45.77761340517001,46.35707935317039,11982308
2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
2008-01-03,48.86808776855469,49.06124309406674,46.08344528874516,46.6468124411033,31815218
2008-01-04,48.610557556152344,50.2201782335373,48.28863342067535,49.576329962583316,28011310
2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
2008-01-08,46.56634521484375,48.932488829004434,46.00297789558532,48.256447172619076,13282666
2008-01-09,45.825923919677734,46.82388990972382,45.713249565476644,46.61464003270855,13113527
2008-01-10,44.731353759765625,47.32284478122924,44.425524189420074,46.03514868103586,18023003
2008-01-11,45.407405853271484,45.84200426341952,43.620724470746225,45.34301928644397,11629440
2008-01-14,46.09955596923828,46.582442269761344,44.76357141106643,45.487900861851024,10264240
2008-01-15,44.699180603027344,47.033130835135736,44.328968680864655,46.83997982626895,11558334
2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
2008-01-18,42.86421203613281,44.63479482964799,42.49399577711548,44.58650271490614,13254156
2008-01-21,35.57261657714844,42.49398371429406,30.98519664027169,42.49398371429406,33202389
2008-01-22,31.999269485473633,33.80204566162188,25.41591864182429,32.063653881081514,58755707
2008-01-23,35.57261657714844,36.94079380193304,32.514338074688744,32.514338074688744,28425991
2008-01-24,35.653099060058594,38.180203852695854,33.962997712714355,37.48806798372504,29911930
2008-01-25,37.48807144165039,37.66512794782081,35.97502644458045,37.3432038519655,12550722
2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
2008-01-30,35.20240020751953,37.5041560128063,34.73560864503793,37.34319400731248,9016102
2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
2008-02-01,34.043479919433594,34.284922977495185,33.158188706541104,33.464016143448305,9089201
2008-02-04,35.7979621887207,36.21646388489404,34.68732466735901,34.68732466735901,12009385
2008-02-05,36.90861892700195,37.39150524711784,35.08974799450744,35.86236523341754,14593303
2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
2008-02-07,34.86439895629883,37.32712032041163,34.63905245987241,36.08771131528413,11300078
2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
